ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1766222_at	0.00034	1.55e-06	17.0494252	5.7138	4.71450847	c4211	hypothetical protein
1763076_s_at	0.00034	1.55e-06	-17.0429499	5.71205	-4.63451717	nhaR///nhaR///nhaR	transcriptional activator NhaR///transcriptional activator of nhaA///transcriptional activator NhaR
1761746_at	0.00034	1.70e-06	-16.7885185	5.64255	-4.712457	yhgE	DUF4153 family putative inner membrane protein
1759259_at	0.00034	1.70e-06	-16.7870835	5.64216	-4.8040077	sgcE	putative epimerase
1767102_at	0.00034	1.72e-06	16.7592229	5.63444	4.87899877	focF	F1C minor fimbrial subunit F
1767173_s_at	0.00034	1.75e-06	16.71721	5.62276	4.77287533	c2347///nmpC///nmpC	hypothetical protein///outer membrane porin protein nmpC///pseudo
1763787_s_at	0.00034	1.76e-06	-16.7015174	5.61839	-4.64811047	Z1359///Z1358///ECs2251///ECs1971///ECs1542///ECs1792	hypothetical protein///hypothetical protein///terminase large subunit///terminase large subunit///large terminase subunit///terminase large subunit
1762289_at	0.00034	1.82e-06	-16.6035684	5.59094	-4.38966287		
1760710_s_at	0.00034	1.89e-06	-16.5106151	5.56464	-5.21601323		
1763247_at	0.00034	1.91e-06	-16.4863719	5.55774	-4.677682	c3682	hypothetical protein
1760528_at	0.00034	1.92e-06	16.4752636	5.55457	4.45418683	c5373	hypothetical protein
1766806_at	0.00034	1.92e-06	16.4658077	5.55187	4.6159111	c3561	hypothetical protein
1763149_at	0.00034	1.96e-06	16.4142538	5.53712	4.44760687	yeeR	CP4-44 prophage; putative membrane protein
1766618_s_at	0.00034	1.98e-06	-16.386201	5.52906	-5.99021127	Z6036///Z1812///Z1371///Z3320///ECs2242///ECs1981///ECs1550///ECs1801	tail assembly protein of cryptic prophage CP-933P///tail assembly chaperone encoded by prophage CP-933N///tail assembly chaperone encoded by cryptic prophage CP-933M///hypothetical protein///tail assembly chaperone///tail assembly chaperon///tail assembly chaperone///tail assembly chaperone
1759794_at	0.00034	2.02e-06	16.3327351	5.51363	4.72060603	fadJ	multifunctional fatty acid oxidation complex subunit alpha
1759988_s_at	0.00034	2.03e-06	-16.3184176	5.50948	-4.5313458	alr///alr///alr	alanine racemase///alanine racemase, biosynthetic, PLP-binding///alanine racemase
1765436_at	0.00034	2.04e-06	-16.3124041	5.50774	-4.39326777	insK	IS150 transposase B
1759783_s_at	0.00034	2.13e-06	-16.1949413	5.47349	-7.79111053	Z1648///Z1208///ECs1393	hypothetical protein///hypothetical protein///hypothetical protein
1762753_s_at	0.00034	2.13e-06	-16.1926956	5.47284	-4.44979813	Z0583///ECs0519	hypothetical protein///hypothetical protein
1767294_at	0.00034	2.15e-06	16.1748168	5.46759	4.53737367	iroE	IroE protein
1762029_s_at	0.00034	2.17e-06	-16.1495269	5.46015	-6.71240553	Z1887///ECs2176///ECs1633	head-DNA stabilization protein of prophage CP-933X///minor capsid protein///minor capsid protein
1765535_s_at	0.00034	2.17e-06	-16.1441471	5.45856	-4.85373	Z6070///ECs2276	hypothetical protein///replication protein
1768471_s_at	0.00034	2.17e-06	-16.1437725	5.45845	-6.5262315	gntP///gntP///ECs5280	fructuronate transporter///fructuronate transporter///fructuronate transporter
1768186_s_at	0.00034	2.22e-06	-16.0862548	5.44145	-5.5325703	fhuF///fhuF///ECs5327	ferric hydroximate transport ferric iron reductase///ferric iron reductase involved in ferric hydroximate transport///ferric hydroximate transport ferric iron reductase
1766818_s_at	0.00034	2.24e-06	-16.0635434	5.43471	-5.4468474	mhpC///mhpC///ECs0404	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase///2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase///2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase
1759595_at	0.00034	2.25e-06	16.0586524	5.43325	4.9501711	c4752	hypothetical protein
1764797_at	0.00034	2.25e-06	16.0521682	5.43132	4.3622856	c0335	hypothetical protein
1765306_at	0.00034	2.26e-06	-16.0469056	5.42976	-4.49135033	sgcQ	putative nucleoside triphosphatase
1764918_s_at	0.00034	2.27e-06	16.0272341	5.4239	4.80294813	c5383///c1248	hypothetical protein///hypothetical protein
1759080_s_at	0.00034	2.29e-06	16.0098765	5.41872	4.35374657	c5425///Z5948///ECs5308	restriction modification enzyme R subunit///restriction modification enzyme subunit R///type I restriction-modification enzyme R subunit
1766879_at	0.00034	2.37e-06	-15.9204412	5.39188	-4.36540223	c3636	hypothetical protein
1766470_s_at	0.00034	2.40e-06	-15.8847235	5.38109	-4.58308987	ytfR///Z5839///ECs5206	putative sugar ABC transporter ATPase///ABC transporter ATP-binding protein///ABC transporter ATP-binding protein
1766027_s_at	0.00034	2.41e-06	-15.8806436	5.37986	-4.2468796	c1433///Z3340///Z1468///ECs2969///ECs1212	lambdoid prophage DLP12 lysis protein S///lysis protein S of prophage CP-933V///lysis protein S of bacteriophage BP-933W///holin///holin
1768207_s_at	0.00034	2.47e-06	-15.8139733	5.35962	-4.46026867	ECs5438///ECs5418///ECs5451///Z6043///Z1805///Z1361///Z3329	hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein
1759132_at	0.00034	2.49e-06	-15.7964082	5.35426	-4.820335	sokB	ncRNA
1763280_s_at	0.00034	2.54e-06	-15.7431028	5.33795	-5.51590983	ybeW///hscC///ECs0689	molecular chaperone DnaK///Hsp70 family chaperone Hsc62; RpoD-binding transcription inhibitor///molecular chaperone DnaK
1768524_at	0.00034	2.54e-06	15.7406486	5.33719	4.6606594	c3336	hypothetical protein
1763961_s_at	0.00034	2.54e-06	-15.7393453	5.33679	-4.41728143	Z4833///ECs4308	hypothetical protein///hypothetical protein
1759912_s_at	0.00034	2.55e-06	-15.7326942	5.33475	-4.36471733	nrdD///nrdD///ECs5215	anaerobic ribonucleoside triphosphate reductase///anaerobic ribonucleoside-triphosphate reductase///anaerobic ribonucleoside triphosphate reductase
1767272_at	0.00034	2.56e-06	15.7216395	5.33135	4.50927547	c0264	hypothetical protein
1764792_s_at	0.00034	2.58e-06	-15.6995424	5.32455	-4.3641231	yhbO///yhbO///ECs4034	hypothetical protein///stress-resistance protein///hypothetical protein
1763645_at	0.00034	2.63e-06	15.6550781	5.31082	4.5253386	c5382	hypothetical protein
1759983_at	0.00034	2.63e-06	-15.6549755	5.31079	-4.1980216	c3631	hypothetical protein
1764375_at	0.00034	2.66e-06	15.6250652	5.30151	4.78985607	c4754	hypothetical protein
1767992_s_at	0.00034	2.72e-06	-15.5674559	5.28357	-7.70097323	Z5002///ECs4459	hypothetical protein///hypothetical protein
1760410_at	0.00034	2.75e-06	-15.5405877	5.27517	-4.156224	waaZ	lipopolysaccharide KdoIII transferase; lipopolysaccharide core biosynthesis protein
1761846_s_at	0.00034	2.75e-06	-15.5401173	5.27502	-4.6921929	insP///Z5815///ECs3277///ECs5182	pseudo///transposase///transposase TnA///transposase
1763016_s_at	0.00034	2.84e-06	-15.4598865	5.24979	-4.55813733	Z6046///Z1802///Z1357///Z3333///ECs2252///ECs1970///ECs1541///ECs1791	terminase subunit encoded by cryptic prophage CP-933P///hypothetical protein///hypothetical protein///hypothetical protein///terminase small subunit///terminase small subunit///terminase small subunit///terminase small subunit
1766627_at	0.00034	2.86e-06	-15.4443696	5.24489	-4.53966567	insJ	IS150 transposase A
1763521_at	0.00034	2.86e-06	15.4406974	5.24373	4.592889	c1216	hypothetical protein
1765651_s_at	0.00034	2.92e-06	-15.3914437	5.22811	-4.25734883	ybeT///ybeT///ECs0685	hypothetical protein///Sel1 family TPR-like repeat protein///hypothetical protein
1769155_at	0.00034	2.93e-06	15.3860623	5.2264	4.12780733	c2466	hypothetical protein
1763557_x_at	0.00034	2.93e-06	-15.3835283	5.22559	-4.68466867	c1425	hypothetical protein
1759567_at	0.00034	2.93e-06	15.3799424	5.22445	4.152132	c3188	hypothetical protein
1760460_at	0.00034	2.99e-06	15.3310868	5.20886	4.46842	yehP	hypothetical protein
1763340_s_at	0.00034	3.02e-06	-15.3077906	5.2014	-4.11762337	yjjN///lgoD///ECs5318	oxidoreductase///L-galactonate oxidoreductase; L-gulonate oxidoreductase///oxidoreductase
1760481_s_at	0.00034	3.03e-06	-15.2973414	5.19805	-4.26481557	yjiR///yjiR///ECs5302	regulator///putative DNA-binding transcriptional regulator/putative aminotransferase///regulator
1761098_s_at	0.00034	3.06e-06	15.2790321	5.19216	4.6987285	yqgF///yqgF	Holliday junction resolvase-like protein///putative Holliday junction resolvase
1766382_s_at	0.00034	3.07e-06	15.2671775	5.18835	4.38222547	Z6075///ECs2282///ECs2283	hypothetical protein///hypothetical protein///hypothetical protein
1760831_at	0.00034	3.08e-06	15.2641635	5.18738	4.24167277	c2607	hypothetical protein
1768312_s_at	0.00034	3.08e-06	-15.2638018	5.18726	-4.3991467	Z5150///ECs4597	hypothetical protein///hypothetical protein
1762581_at	0.00034	3.16e-06	15.1942036	5.16476	4.36606067	cycA	D-alanine/D-serine/glycine permease
1764872_s_at	0.00034	3.25e-06	-15.1323519	5.14464	-4.35361207		
1767753_at	0.00034	3.28e-06	15.1052286	5.13577	4.10140813	c0026	hypothetical protein
1765869_at	0.00034	3.30e-06	-15.0880834	5.13015	-4.0881105	yjhQ	GNAT family putative N-acetyltransferase
1768469_at	0.00034	3.36e-06	15.046549	5.1165	4.0346337	c2455	peptide synthetase
1763302_s_at	0.00034	3.41e-06	-15.0113982	5.10491	-4.07842323	ebgA///ebgA///ebgA	cryptic beta-D-galactosidase subunit alpha///evolved beta-D-galactosidase, alpha subunit///cryptic beta-D-galactosidase subunit alpha
1760858_at	0.00034	3.46e-06	-14.9778269	5.09379	-4.75174303		
1761619_s_at	0.00034	3.48e-06	-14.9594786	5.0877	-6.1685145	recC///recC///recC	exonuclease V subunit gamma///exonuclease V (RecBCD complex), gamma chain///exonuclease V subunit gamma
1767416_at	0.00034	3.51e-06	14.9444867	5.08272	4.1483152	c2464	acyl-coa dehydrogenase
1759777_s_at	0.00034	3.57e-06	-14.8980989	5.06724	-4.8725752	cysP///ECs3296	thiosulfate transporter subunit///thiosulfate transporter subunit
1766384_at	0.00034	3.58e-06	14.8955957	5.06641	4.5262909	murB	UDP-N-acetylenolpyruvoylglucosamine reductase
1759135_s_at	0.00034	3.58e-06	-14.8927035	5.06544	-4.6782264	ygjN///higB///ECs3965	hypothetical protein///mRNA interferase toxin of the HigB-HigA toxin-antitoxin system///hypothetical protein
1762292_s_at	0.00034	3.60e-06	14.8778917	5.06048	4.61108977	cysP///cysP	thiosulfate transporter subunit///thiosulfate-binding protein
1766224_s_at	0.00034	3.65e-06	-14.8478575	5.0504	-4.01898987	Z6040///Z1902///Z1367///ECs2246///ECs1977///ECs1797	head-tail adaptor of cryptic prophage CP-933P///head-tail adaptor of prophage CP-933X///hypothetical protein///head-tail adaptor///head-tail adaptor///head-tail adaptor
1766933_s_at	0.00034	3.67e-06	-14.8334989	5.04557	-3.98935807	dmsB///dmsB///ECs0980	anaerobic dimethyl sulfoxide reductase subunit B///dimethyl sulfoxide reductase, anaerobic, subunit B///anaerobic dimethyl sulfoxide reductase subunit B
1762988_at	0.00034	3.73e-06	-14.7953932	5.03272	-4.8400639	modF	molybdate ABC transporter ATPase
1768214_s_at	0.00034	3.74e-06	-14.7868769	5.02984	-5.19499757	yqgF///ECs3825	Holliday junction resolvase-like protein///Holliday junction resolvase-like protein
1760429_at	0.00034	3.77e-06	-14.7685949	5.02365	-4.38044067	c3633	hypothetical protein
1759671_at	0.00034	3.78e-06	14.7625852	5.02161	5.07494063	c1225	transposase insE
1767426_s_at	0.00034	3.88e-06	-14.7010564	5.00068	-4.58508083	mhpB///mhpB///mhpB	3-(2,3-dihydroxyphenyl)propionate dioxygenase///2,3-dihydroxyphenylpropionate 1,2-dioxygenase///2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
1764302_s_at	0.00034	3.91e-06	-14.6821927	4.99424	-3.97937237	Z1338///ECs1074	replication protein///replication protein
1761871_at	0.00034	3.93e-06	-14.6699795	4.99006	-7.86973667	Z2987	tail fiber component of prophage CP-933T
1767496_at	0.00034	3.97e-06	14.6475567	4.98238	3.9053714	c1214	Cea protein
1766975_at	0.00034	3.98e-06	14.6435985	4.98102	4.36602117	c0253	hypothetical protein
1759659_at	0.00034	3.99e-06	14.6349131	4.97803	4.2366088	c0174	hypothetical protein
1765618_at	0.00034	4.05e-06	14.5983861	4.96546	3.8994911	ECs1185	cI repressor protein
1766607_s_at	0.00034	4.07e-06	-14.5894084	4.96236	-4.17231783	yjgN///yjgN///ECs5234	hypothetical protein///DUF898 family inner membrane protein///hypothetical protein
1760054_at	0.00034	4.19e-06	14.52178	4.93894	4.24873897	c2458	peptide synthetase
1764606_s_at	0.00034	4.21e-06	14.5101179	4.93488	4.576516	c1207///c0345	hypothetical protein///ShlA/HecA/FhaA exofamily protein
1760686_s_at	0.00034	4.24e-06	-14.4906726	4.9281	-4.0812586	Z6044///Z1804///Z1360///Z3331///ECs2250///ECs1972///ECs1543///ECs1793	hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///major head protein/prohead protease///phage major head protein/prohead protease///major head protein/prohead proteinase///major head protein/prohead protease
1763877_at	0.00034	4.25e-06	14.4847896	4.92605	3.84638643	c1958	hypothetical protein
1766209_at	0.00034	4.28e-06	-14.4693853	4.92067	-4.30469753		
1765997_s_at	0.00034	4.29e-06	-14.4646707	4.91902	-4.17423713	Z5816///Z3664///insQ///ECs3276///ECs5183	virulence protein///virulence protein///IS609 transposase B///hypothetical protein///transposase
1762379_at	0.00034	4.29e-06	-14.4642175	4.91886	-4.00165487	yjhU	putative DNA-binding transcriptional regulator; KpLE2 phage-like element
1763818_at	0.00034	4.30e-06	14.4582237	4.91677	4.3019498	c0397	InsB protein
1767814_at	0.00034	4.30e-06	14.4574457	4.9165	4.0871958	c1887	hypothetical protein
1762642_at	0.00034	4.32e-06	-14.4504628	4.91405	-4.3193682	c3649	hemolysin expression modulating protein
1766930_s_at	0.00034	4.37e-06	-14.42292	4.90439	-4.32071977	yafF///Z0857///Z0700///Z0271///yhhI///ydcC///ybfL///ECs0731///ECs0602///ECs0241	pseudo///receptor///receptor///hypothetical protein///putative transposase///H repeat-associated putative transposase///pseudo///H repeat-containing protein///H repeat-containing protein///H repeat-containing protein
1768538_s_at	0.00034	4.40e-06	-14.4042173	4.89782	-3.83224343	mhpR///mhpR///ECs0401	DNA-binding transcriptional activator MhpR///mhp operon transcriptional activator///MhpR family transcriptional regulator
1765486_s_at	0.00034	4.54e-06	14.3351902	4.87344	4.36081533	c3144///Z3305///Z3916///ECs2939///ECs3483	DNA-damage-inducible protein I///hypothetical protein///hypothetical protein///hypothetical protein///DNA damage-inducible protein
1760694_at	0.00034	4.57e-06	-14.3197555	4.86796	-4.64972833	c3658	hypothetical protein
1767650_s_at	0.00034	4.57e-06	-14.316673	4.86687	-4.12533677	c3621	hypothetical protein
1761304_s_at	0.00034	4.58e-06	-14.3107444	4.86476	-4.3592082	Z2991///ECs2645	tail sheath protein of prophage CP-933T///tail sheath protein
1760404_at	0.00034	4.61e-06	-14.2971243	4.85992	-4.0593604	waaR	lipopolysaccharide 1,2-glucosyltransferase; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase
1762285_s_at	0.00034	4.61e-06	-14.2967734	4.85979	-4.83026773	Z4338///ECs3868	hypothetical protein///hypothetical protein
1767227_s_at	0.00034	4.64e-06	14.2821154	4.85457	4.231271	c1540///kilW///Z3364///ECs2998///ECs2997///ECs1177///ECs1178	lambda regulatory protein CIII///Kil protein of bacteriphage BP-933W///host killing protein Kil of prophage CP-933V///Kil protein///regulatory protein cIII///Kil protein///regulatory protein cIII
1766532_at	0.00034	4.64e-06	14.2809829	4.85417	4.059993	c3030	SinI-like protein
1765503_at	0.00034	4.69e-06	-14.2555856	4.8451	-4.51189677	c1410	hypothetical protein
1760511_s_at	0.00034	4.70e-06	-14.2541924	4.8446	-3.80185327	Z2980///ECs2635	stability/partitioning protein encoded within CP-933T///plasmid partition protein
1765393_s_at	0.000347	4.86e-06	-14.1776718	4.81714	-5.60857277	c5171	hypothetical protein
1763791_s_at	0.000347	4.87e-06	14.1723528	4.81522	4.2579739	c0254	hypothetical protein
1760091_s_at	0.000347	4.90e-06	14.1583054	4.81016	4.20659817	ompC	outer membrane porin protein C
1765803_at	0.000348	4.94e-06	-14.1369396	4.80243	-4.30582353	c3634	N-acetylneuraminic acid mutarotase
1766132_at	0.000348	4.98e-06	14.1207136	4.79656	4.08919197	yafL	lipoprotein yafL
1768090_at	0.000348	5.06e-06	-14.0845381	4.78342	-4.23194967	sat	secreted auto transporter toxin
1765928_at	0.000348	5.17e-06	-14.0355147	4.76553	-3.79546753	iucD	IucD protein
1769166_at	0.000348	5.22e-06	14.0134199	4.75744	4.05762557	c1203	O-methyltransferase
1765320_at	0.000348	5.23e-06	14.0083199	4.75557	4.29133317	yjfF	ABC transporter permease
1764506_s_at	0.000348	5.26e-06	13.9946523	4.75055	4.39281717	c5421///Z5943m///ECs5305	hypothetical protein///hypothetical protein///hypothetical protein
1763564_at	0.000348	5.27e-06	13.9923315	4.7497	4.3655581	c1235	hypothetical protein
1763321_at	0.000348	5.28e-06	13.9843374	4.74676	4.0773867	c1217	hypothetical protein
1764666_at	0.000348	5.33e-06	-13.9670658	4.74041	-4.23295833	yjhH	putative lyase/synthase
1762996_s_at	0.000348	5.35e-06	13.9566336	4.73656	3.9715558	Z0314///ECs0280	hypothetical protein///tail fiber protein
1767769_s_at	0.000348	5.36e-06	13.9519923	4.73485	4.61321723	c3608///c2509///c5145///c0268///c1529	hypothetical protein///insertion sequence ATP-binding protein///hypothetical protein///hypothetical protein///hypothetical protein
1762960_s_at	0.000348	5.40e-06	-13.9345535	4.72841	-4.2709584	insM///c3576///Z1589///Z1150///ECs1328	pseudo///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein
1759876_at	0.000348	5.50e-06	13.8958803	4.71408	4.06841483	c5386	hypothetical protein
1769231_at	0.000348	5.52e-06	-13.885182	4.71011	-4.18366533	waaL	O-antigen ligase
1765780_at	0.000348	5.55e-06	-13.8744094	4.7061	-3.78555423	Z6030	tail component of cryptic prophage CP-933P
1766144_at	0.000348	5.56e-06	13.8710329	4.70485	4.174901	c4423	hypothetical protein
1766473_at	0.000348	5.56e-06	-13.8677583	4.70363	-4.02194363	c5215	hypothetical protein
1762055_s_at	0.000348	5.65e-06	-13.8353398	4.69154	-4.38152047	intO///ECs1757	integrase for prophage CP-933O///integrase
1768023_s_at	0.000348	5.65e-06	-13.8328243	4.6906	-4.60139367	c4562	hypothetical protein
1766068_at	0.000348	5.66e-06	-13.8310037	4.68992	-4.72420367	htrE	putative outer membrane usher protein
1759312_at	0.000348	5.67e-06	13.82618	4.68811	4.39370047	c1220	phospho-2-dehydro-3-deoxyheptonate aldolase
1768159_at	0.000348	5.70e-06	-13.813459	4.68335	-3.86592043	waaY	lipopolysaccharide core biosynthesis protein
1763972_at	0.000348	5.73e-06	-13.8020479	4.67908	-5.34176463	c3695	hypothetical protein
1763011_at	0.00035	5.88e-06	-13.7445619	4.65746	-3.81736347	yjhE	pseudo
1763451_s_at	0.00035	5.89e-06	13.7403523	4.65587	3.80259627	yegE///Z3235m	sensor protein///sensor protein
1761580_s_at	0.00035	5.91e-06	-13.7342277	4.65356	-4.20780067	Z5000///ECs4457	regulatory protein///transcriptional regulator
1763903_at	0.00035	5.94e-06	13.7225998	4.64917	4.0358881	c1956	hypothetical protein
1763942_at	0.00035	5.94e-06	13.7199124	4.64815	4.56615813	yhbU	protease yhbU
1763258_at	0.00035	6.03e-06	13.6894545	4.63661	3.74855427	c1957	PTS system, cellobiose-specific IIA component
1763693_at	0.00035	6.04e-06	13.6852296	4.63501	4.19426977	c5322	hypothetical protein
1764583_s_at	0.00035	6.05e-06	-13.6795422	4.63285	-4.1755345	Z1875///ECs1621	holin protein of prophage CP-933X///holin
1763967_at	0.00035	6.08e-06	13.6694382	4.62901	4.03988273	c2411	DNA-binding protein H-NS
1760350_at	0.00035	6.10e-06	-13.663819	4.62688	-3.87434473	yegZ	pseudo
1764064_at	0.00035	6.13e-06	13.6519303	4.62235	3.85775043	dsdA	D-serine dehydratase
1768848_s_at	0.000356	6.28e-06	-13.5965415	4.60119	-3.83594337	ninE///ECs1617	DLP12 prophage; conserved protein///prophage protein NinE
1767994_s_at	0.000356	6.36e-06	13.5694128	4.59078	4.16606933	ynbD///ynbD///ynbD///ECs2013	hypothetical protein///hypothetical protein///putative phosphatase inner membrane protein///hypothetical protein
1767443_s_at	0.000356	6.38e-06	-13.5645837	4.58892	-3.79108137	Z2985///ECs2639	tail fiber protein of prophage CP-933T///tail protein
1762938_at	0.000356	6.38e-06	13.5622679	4.58803	4.35818353	c0325	hypothetical protein
1765574_s_at	0.000356	6.43e-06	-13.5451724	4.58145	-4.29464267	chpS///chpS///ECs5202	antitoxin ChpS///antitoxin of the ChpBS toxin-antitoxin system///antitoxin ChpS
1763328_at	0.000356	6.45e-06	-13.5407411	4.57975	-4.28955373	sgcR	putative DNA-binding transcriptional regulator
1759476_at	0.000361	6.59e-06	13.4924501	4.56108	4.2888593	c3045	hypothetical protein
1765358_s_at	0.000361	6.61e-06	13.4864374	4.55875	3.92285213	rtcB///rtcB///rtcB///ECs4264	protein rtcB///hypothetical protein///RNA-splicing ligase///hypothetical protein
1763563_s_at	0.000363	6.69e-06	-13.4585273	4.54792	-3.88640857	Z1902///Z3326///ECs2246///ECs1977///ECs1546///ECs1797	head-tail adaptor of prophage CP-933X///hypothetical protein///head-tail adaptor///head-tail adaptor///head-tail adapotor///head-tail adaptor
1760336_s_at	0.000364	6.79e-06	-13.4254891	4.53505	-4.12286113	yecG///yecG///uspC///ECs2603	universal stress protein UspC///universal stress protein UspC///universal stress protein///universal stress protein UspC
1767031_at	0.000364	6.84e-06	-13.4109216	4.52936	-4.3859329	yjhI	putative DNA-binding transcriptional regulator
1763858_at	0.000364	6.93e-06	13.3821569	4.5181	3.9639001	fliC	flagellin
1768290_at	0.000364	6.94e-06	13.3795497	4.51708	3.7482619	c0469	hypothetical protein
1762781_at	0.000364	6.97e-06	-13.3693004	4.51305	-3.76812643	aceK	isocitrate dehydrogenase kinase/phosphatase
1766168_s_at	0.000364	6.97e-06	-13.3683473	4.51268	-3.68354733	ylcE///Z1926///tfaX///ECs1657	hypothetical protein///hypothetical protein///pseudo///hypothetical protein
1761077_at	0.000364	6.98e-06	-13.3666111	4.512	-3.73261677	molR_B	hypothetical protein
1759128_at	0.000364	7.00e-06	13.3612193	4.50988	3.76069323	gshB	glutathione synthetase
1759317_at	0.000374	7.22e-06	-13.2941272	4.48342	-3.54973293	c3656	hypothetical protein
1759660_s_at	0.000374	7.25e-06	-13.2856713	4.48008	-4.23365933	yjgH///yjgH///ECs5225	hypothetical protein///UPF0131 family protein///hypothetical protein
1768390_s_at	0.000374	7.31e-06	-13.265714	4.47216	-3.98111497	sat	secreted auto transporter toxin
1765702_s_at	0.000374	7.39e-06	13.2441828	4.4636	4.24893143	ybcQ///quuD	lambdoid prophage DLP12 antitermination protein Q///DLP12 prophage; putative antitermination protein
1768700_at	0.000374	7.40e-06	13.2387729	4.46145	4.24040447	c0367	hypothetical protein
